year,REALM,season,Metrics,values
1982,Tropical Atlantic,Autumn,Nevents,0.10527738726073321
1982,Tropical Atlantic,Autumn,Mean_Intensity,1.1250160584793232
1982,Tropical Atlantic,Autumn,Maximum_Intensity,1.4227095681494422
1982,Tropical Atlantic,Autumn,Cumulative_Intensity,0.7696200461825495
1982,Tropical Atlantic,Winter,Number_MHW_days,2.365686168487077
1982,Tropical Atlantic,Winter,Nevents,0.3077214231642695
1982,Tropical Atlantic,Winter,Mean_Intensity,1.1869582697258032
1982,Tropical Atlantic,Winter,Maximum_Intensity,1.5563615854189563
1982,Tropical Atlantic,Winter,Cumulative_Intensity,3.0588057863815266
1982,Tropical Atlantic,Spring,Number_MHW_days,4.425489347896615
1982,Tropical Atlantic,Spring,Nevents,0.5192494863198875
1982,Tropical Atlantic,Spring,Mean_Intensity,1.336186397072394
1982,Tropical Atlantic,Spring,Maximum_Intensity,1.8090487687770673
1982,Tropical Atlantic,Spring,Cumulative_Intensity,6.334165823637437
1982,Eastern Indo-Pacific,Summer,Number_MHW_days,7.460443407234539
1982,Eastern Indo-Pacific,Summer,Nevents,0.7820692337611824
1982,Eastern Indo-Pacific,Summer,Mean_Intensity,1.4143182761728745
1982,Eastern Indo-Pacific,Summer,Maximum_Intensity,1.929792633909124
1982,Eastern Indo-Pacific,Summer,Cumulative_Intensity,10.895666340106965
1982,Eastern Indo-Pacific,Autumn,Number_MHW_days,4.956476079346558
1982,Eastern Indo-Pacific,Autumn,Nevents,0.5892648774795799
1982,Eastern Indo-Pacific,Autumn,Mean_Intensity,1.198535080667297
1982,Eastern Indo-Pacific,Autumn,Maximum_Intensity,1.5733721190562908
1982,Eastern Indo-Pacific,Autumn,Cumulative_Intensity,6.60024083985355
1982,Eastern Indo-Pacific,Winter,Number_MHW_days,6.865538700894594
1982,Eastern Indo-Pacific,Winter,Nevents,0.723026059898872
1982,Eastern Indo-Pacific,Winter,Mean_Intensity,1.1717816582594651
1982,Eastern Indo-Pacific,Winter,Maximum_Intensity,1.686357526376345
1982,Eastern Indo-Pacific,Winter,Cumulative_Intensity,8.149529471204945
1982,Eastern Indo-Pacific,Spring,Number_MHW_days,11.868767016725009
1982,Eastern Indo-Pacific,Spring,Nevents,0.9638661999222092
1982,Eastern Indo-Pacific,Spring,Mean_Intensity,1.3062809445882666
1982,Eastern Indo-Pacific,Spring,Maximum_Intensity,1.9978426741575364
1982,Eastern Indo-Pacific,Spring,Cumulative_Intensity,16.483400555407187
1982,Central Indo-Pacific,Summer,Number_MHW_days,4.178246134293582
1982,Central Indo-Pacific,Summer,Nevents,0.5162306714679094
1982,Central Indo-Pacific,Summer,Mean_Intensity,1.3507950521182983
1982,Central Indo-Pacific,Summer,Maximum_Intensity,1.744609048209927
1982,Central Indo-Pacific,Summer,Cumulative_Intensity,5.796119728507653
1982,Central Indo-Pacific,Autumn,Number_MHW_days,2.5952658335098495
1982,Central Indo-Pacific,Autumn,Nevents,0.3574984113535268
1982,Central Indo-Pacific,Autumn,Mean_Intensity,1.2814241809980915
1982,Central Indo-Pacific,Autumn,Maximum_Intensity,1.6298729682616102
1982,Central Indo-Pacific,Autumn,Cumulative_Intensity,3.400882451649857
1982,Central Indo-Pacific,Winter,Number_MHW_days,2.5346060156746453
1982,Central Indo-Pacific,Winter,Nevents,0.34113535267951706
1982,Central Indo-Pacific,Winter,Mean_Intensity,1.2597759041716994
1982,Central Indo-Pacific,Winter,Maximum_Intensity,1.5978822195571618
1982,Central Indo-Pacific,Winter,Cumulative_Intensity,3.223520956475738
1982,Central Indo-Pacific,Spring,Number_MHW_days,3.0092671044270283
1982,Central Indo-Pacific,Spring,Nevents,0.35805443761914846
1982,Central Indo-Pacific,Spring,Mean_Intensity,1.3581670369036574
1982,Central Indo-Pacific,Spring,Maximum_Intensity,1.8608805506463462
1982,Central Indo-Pacific,Spring,Cumulative_Intensity,4.022610480180736
1982,Western Indo-Pacific,Summer,Number_MHW_days,5.69903111703491
1982,Western Indo-Pacific,Summer,Nevents,0.7319423796585841
1982,Western Indo-Pacific,Summer,Mean_Intensity,1.3339284701136664
1982,Western Indo-Pacific,Summer,Maximum_Intensity,1.802087463713217
1982,Western Indo-Pacific,Summer,Cumulative_Intensity,7.901852541021045
1982,Western Indo-Pacific,Autumn,Number_MHW_days,5.938637412211001
1982,Western Indo-Pacific,Autumn,Nevents,0.7124109294099554
1982,Western Indo-Pacific,Autumn,Mean_Intensity,1.3019484747055907
1982,Western Indo-Pacific,Autumn,Maximum_Intensity,1.7952954916646147
1982,Western Indo-Pacific,Autumn,Cumulative_Intensity,7.831676024415253
1982,Western Indo-Pacific,Winter,Number_MHW_days,3.7129748295483673
1982,Western Indo-Pacific,Winter,Nevents,0.5182754908494387
1982,Western Indo-Pacific,Winter,Mean_Intensity,1.098708214163867
1982,Western Indo-Pacific,Winter,Maximum_Intensity,1.4265157467749487
1982,Western Indo-Pacific,Winter,Cumulative_Intensity,4.191555470059071
1982,Western Indo-Pacific,Spring,Number_MHW_days,8.442764135951197
1982,Western Indo-Pacific,Spring,Nevents,1.0228635874301533
1982,Western Indo-Pacific,Spring,Mean_Intensity,1.2711952732668634
1982,Western Indo-Pacific,Spring,Maximum_Intensity,1.7627762571633716
1982,Western Indo-Pacific,Spring,Cumulative_Intensity,10.493569549621933
1982,Tropical Eastern Pacific,Summer,Number_MHW_days,10.62282963727007
1982,Tropical Eastern Pacific,Summer,Nevents,0.8994326972666323
1982,Tropical Eastern Pacific,Summer,Mean_Intensity,1.877523511256339
1982,Tropical Eastern Pacific,Summer,Maximum_Intensity,2.544225543217376
1982,Tropical Eastern Pacific,Summer,Cumulative_Intensity,23.86003190892163
1982,Tropical Eastern Pacific,Autumn,Number_MHW_days,14.038164002062919
1982,Tropical Eastern Pacific,Autumn,Nevents,1.1456077015643802
1982,Tropical Eastern Pacific,Autumn,Mean_Intensity,1.6466120254009338
1982,Tropical Eastern Pacific,Autumn,Maximum_Intensity,2.5690329982906452
1982,Tropical Eastern Pacific,Autumn,Cumulative_Intensity,23.973222341168626
1982,Tropical Eastern Pacific,Winter,Number_MHW_days,11.837717036272993
1982,Tropical Eastern Pacific,Winter,Nevents,0.8217294137871756
1982,Tropical Eastern Pacific,Winter,Mean_Intensity,1.760381805746886
1982,Tropical Eastern Pacific,Winter,Maximum_Intensity,2.534352726691375
1982,Tropical Eastern Pacific,Winter,Cumulative_Intensity,22.685225007397403
1982,Tropical Eastern Pacific,Spring,Number_MHW_days,16.62128244799725
1982,Tropical Eastern Pacific,Spring,Nevents,1.0658414990544955
1982,Tropical Eastern Pacific,Spring,Mean_Intensity,1.8148490596689066
1982,Tropical Eastern Pacific,Spring,Maximum_Intensity,2.5294827437850764
1982,Tropical Eastern Pacific,Spring,Cumulative_Intensity,38.068365068848074
1982,Temperate South America,Summer,Number_MHW_days,8.892019649643155
1982,Temperate South America,Summer,Nevents,0.8201872277319492
1982,Temperate South America,Summer,Mean_Intensity,1.8225660421029726
1982,Temperate South America,Summer,Maximum_Intensity,2.400579390137284
1982,Temperate South America,Summer,Cumulative_Intensity,17.622976497796937
1982,Temperate South America,Autumn,Number_MHW_days,12.71563629622764
1982,Temperate South America,Autumn,Nevents,0.9618129576420428
1982,Temperate South America,Autumn,Mean_Intensity,1.3629917713141824
1982,Temperate South America,Autumn,Maximum_Intensity,1.7988959943895928
1982,Temperate South America,Autumn,Cumulative_Intensity,19.86033715933614
1982,Temperate South America,Winter,Number_MHW_days,10.855686347205488
1982,Temperate South America,Winter,Nevents,1.072851978867365
1982,Temperate South America,Winter,Mean_Intensity,1.2785641594827017
1982,Temperate South America,Winter,Maximum_Intensity,1.6822721834848031
1982,Temperate South America,Winter,Cumulative_Intensity,15.10508585282302
1982,Temperate South America,Spring,Number_MHW_days,17.43729724719622
1982,Temperate South America,Spring,Nevents,1.2839002687922885
1982,Temperate South America,Spring,Mean_Intensity,1.427091379622775
1982,Temperate South America,Spring,Maximum_Intensity,2.071243242772916
1982,Temperate South America,Spring,Cumulative_Intensity,27.31091968121811
1982,Temperate Southern Africa,Summer,Number_MHW_days,3.496468213925328
1982,Temperate Southern Africa,Summer,Nevents,0.33905146316851664
1982,Temperate Southern Africa,Summer,Mean_Intensity,1.6612715151619366
1982,Temperate Southern Africa,Summer,Maximum_Intensity,2.103072050901031
1982,Temperate Southern Africa,Summer,Cumulative_Intensity,5.88004483831491
1982,Temperate Southern Africa,Autumn,Number_MHW_days,5.122771611167171
1982,Temperate Southern Africa,Autumn,Nevents,0.5011772620248907
1982,Temperate Southern Africa,Autumn,Mean_Intensity,1.5878395856364371
1982,Temperate Southern Africa,Autumn,Maximum_Intensity,2.0785566594944953
1982,Temperate Southern Africa,Autumn,Cumulative_Intensity,8.35009720096683
1982,Temperate Southern Africa,Winter,Number_MHW_days,2.184998318197107
1982,Temperate Southern Africa,Winter,Nevents,0.34544231416078036
1982,Temperate Southern Africa,Winter,Mean_Intensity,1.3317474132680507
1982,Temperate Southern Africa,Winter,Maximum_Intensity,1.587792250348728
1982,Temperate Southern Africa,Winter,Cumulative_Intensity,2.96727033055006
1982,Temperate Southern Africa,Spring,Number_MHW_days,5.782711066263034
1982,Temperate Southern Africa,Spring,Nevents,0.5889673730238816
1982,Temperate Southern Africa,Spring,Mean_Intensity,1.3156367086355352
1982,Temperate Southern Africa,Spring,Maximum_Intensity,1.7306860130826858
1982,Temperate Southern Africa,Spring,Cumulative_Intensity,7.620562080835522
1982,Temperate Australasia,Summer,Number_MHW_days,4.41028482766264
1982,Temperate Australasia,Summer,Nevents,0.5371827551812036
1982,Temperate Australasia,Summer,Mean_Intensity,1.6411427234903448
1982,Temperate Australasia,Summer,Maximum_Intensity,2.141184676025484
1982,Temperate Australasia,Summer,Cumulative_Intensity,7.2650122417113145
1982,Temperate Australasia,Autumn,Number_MHW_days,4.6077801174775574
1982,Temperate Australasia,Autumn,Nevents,0.47633824670287045
1982,Temperate Australasia,Autumn,Mean_Intensity,1.410139346937594
1982,Temperate Australasia,Autumn,Maximum_Intensity,1.8903970758299409
1982,Temperate Australasia,Autumn,Cumulative_Intensity,6.713292241842636
1982,Temperate Australasia,Winter,Number_MHW_days,1.486091100520891
1982,Temperate Australasia,Winter,Nevents,0.17654881968303224
1982,Temperate Australasia,Winter,Mean_Intensity,1.260554145143029
1982,Temperate Australasia,Winter,Maximum_Intensity,1.5444137422547135
1982,Temperate Australasia,Winter,Cumulative_Intensity,1.8473307740516867
1982,Temperate Australasia,Spring,Number_MHW_days,2.2423805829546715
1982,Temperate Australasia,Spring,Nevents,0.2719716280616203
1982,Temperate Australasia,Spring,Mean_Intensity,1.4598478098334373
1982,Temperate Australasia,Spring,Maximum_Intensity,1.822421242130494
1982,Temperate Australasia,Spring,Cumulative_Intensity,3.4238256830314935
1982,Southern Ocean,Summer,Number_MHW_days,8.025483016284124
1982,Southern Ocean,Summer,Nevents,0.8086689887172159
1982,Southern Ocean,Summer,Mean_Intensity,1.017881173292682
1982,Southern Ocean,Summer,Maximum_Intensity,1.429420655242681
1982,Southern Ocean,Summer,Cumulative_Intensity,8.183079241022053
1982,Southern Ocean,Autumn,Number_MHW_days,5.310083057961954
1982,Southern Ocean,Autumn,Nevents,0.5470512935012355
1982,Southern Ocean,Autumn,Mean_Intensity,0.6800333007667261
1982,Southern Ocean,Autumn,Maximum_Intensity,0.9518018256979173
1982,Southern Ocean,Autumn,Cumulative_Intensity,3.7967281317801818
1982,Southern Ocean,Winter,Number_MHW_days,11.499002709058974
1982,Southern Ocean,Winter,Nevents,0.8629990175939984
1982,Southern Ocean,Winter,Mean_Intensity,0.30254567788064557
1982,Southern Ocean,Winter,Maximum_Intensity,0.40256403767124066
1982,Southern Ocean,Winter,Cumulative_Intensity,2.637028162586073
1982,Southern Ocean,Spring,Number_MHW_days,5.80566223095472
1982,Southern Ocean,Spring,Nevents,0.5407400791878777
1982,Southern Ocean,Spring,Mean_Intensity,0.336456575362209
1982,Southern Ocean,Spring,Maximum_Intensity,0.45786558354823287
1982,Southern Ocean,Spring,Cumulative_Intensity,1.7034260050431542
1983,Arctic,Summer,Number_MHW_days,1.9052624014085773
1983,Arctic,Summer,Nevents,0.2645753606784168
1983,Arctic,Summer,Mean_Intensity,1.6968634984309918
1983,Arctic,Summer,Maximum_Intensity,2.1251869762083127
1983,Arctic,Summer,Cumulative_Intensity,3.7815686894489065
1983,Arctic,Autumn,Number_MHW_days,2.300131155787923
1983,Arctic,Autumn,Nevents,0.2668391455110584
1983,Arctic,Autumn,Mean_Intensity,1.2313417842944088
1983,Arctic,Autumn,Maximum_Intensity,1.6022299248857421
1983,Arctic,Autumn,Cumulative_Intensity,3.1397526716244477
1983,Arctic,Winter,Number_MHW_days,9.020805260604753
1983,Arctic,Winter,Nevents,0.8085484827251658
1983,Arctic,Winter,Mean_Intensity,0.35331580812318253
1983,Arctic,Winter,Maximum_Intensity,0.44232433129706134
1983,Arctic,Winter,Cumulative_Intensity,2.36040078505489
1983,Arctic,Spring,Number_MHW_days,7.087281481880738
1983,Arctic,Spring,Nevents,0.6539463518927756
1983,Arctic,Spring,Mean_Intensity,0.48839118672062964
1983,Arctic,Spring,Maximum_Intensity,0.689144400393656
1983,Arctic,Spring,Cumulative_Intensity,2.49018704882847
1983,Temperate Northern Atlantic,Summer,Number_MHW_days,2.9975704790281914
1983,Temperate Northern Atlantic,Summer,Nevents,0.29401787760715103
1983,Temperate Northern Atlantic,Summer,Mean_Intensity,2.1798398669693952
1983,Temperate Northern Atlantic,Summer,Maximum_Intensity,2.954211976193367
1983,Temperate Northern Atlantic,Summer,Cumulative_Intensity,6.93901803478096
1983,Temperate Northern Atlantic,Autumn,Number_MHW_days,1.61205592482237
1983,Temperate Northern Atlantic,Autumn,Nevents,0.20151272060508824
1983,Temperate Northern Atlantic,Autumn,Mean_Intensity,1.6807995698601454
1983,Temperate Northern Atlantic,Autumn,Maximum_Intensity,2.067888762535118
1983,Temperate Northern Atlantic,Autumn,Cumulative_Intensity,2.784127631191611
1983,Temperate Northern Atlantic,Winter,Number_MHW_days,3.3348154939261976
1983,Temperate Northern Atlantic,Winter,Nevents,0.3762548705019482
1983,Temperate Northern Atlantic,Winter,Mean_Intensity,1.5162452206166566
1983,Temperate Northern Atlantic,Winter,Maximum_Intensity,1.8947158735672436
1983,Temperate Northern Atlantic,Winter,Cumulative_Intensity,5.451457230276733
1983,Temperate Northern Atlantic,Spring,Number_MHW_days,2.3607609443043778
1983,Temperate Northern Atlantic,Spring,Nevents,0.25963786385514553
1983,Temperate Northern Atlantic,Spring,Mean_Intensity,1.955420999424753
1983,Temperate Northern Atlantic,Spring,Maximum_Intensity,2.5671867094232024
1983,Temperate Northern Atlantic,Spring,Cumulative_Intensity,5.064257179185709
1983,Temperate Northern Pacific,Summer,Number_MHW_days,6.098759541984733
1983,Temperate Northern Pacific,Summer,Nevents,0.6725508905852418
1983,Temperate Northern Pacific,Summer,Mean_Intensity,2.1435574967892195
1983,Temperate Northern Pacific,Summer,Maximum_Intensity,2.740787198446469
1983,Temperate Northern Pacific,Summer,Cumulative_Intensity,14.111503613098245
1983,Temperate Northern Pacific,Autumn,Number_MHW_days,7.800148430873621
1983,Temperate Northern Pacific,Autumn,Nevents,0.5964270568278202
1983,Temperate Northern Pacific,Autumn,Mean_Intensity,1.769086667186215
1983,Temperate Northern Pacific,Autumn,Maximum_Intensity,2.331205307073152
1983,Temperate Northern Pacific,Autumn,Cumulative_Intensity,15.226083952475545
1983,Temperate Northern Pacific,Winter,Number_MHW_days,6.611959287531807
1983,Temperate Northern Pacific,Winter,Nevents,0.6475296861747244
1983,Temperate Northern Pacific,Winter,Mean_Intensity,1.4217464734817589
1983,Temperate Northern Pacific,Winter,Maximum_Intensity,1.8355339739728158
1983,Temperate Northern Pacific,Winter,Cumulative_Intensity,10.910053773744972
1983,Temperate Northern Pacific,Spring,Number_MHW_days,8.528572943172179
1983,Temperate Northern Pacific,Spring,Nevents,0.7873727735368957
1983,Temperate Northern Pacific,Spring,Mean_Intensity,1.5205533510685876
1983,Temperate Northern Pacific,Spring,Maximum_Intensity,2.024569871290989
1983,Temperate Northern Pacific,Spring,Cumulative_Intensity,13.442102993338612
1983,Tropical Atlantic,Summer,Number_MHW_days,3.011841678382178
1983,Tropical Atlantic,Summer,Nevents,0.4584189466854115
1983,Tropical Atlantic,Summer,Mean_Intensity,1.303304617948295
1983,Tropical Atlantic,Summer,Maximum_Intensity,1.72380867946121
1983,Tropical Atlantic,Summer,Cumulative_Intensity,3.940849221716982
1983,Tropical Atlantic,Autumn,Number_MHW_days,1.9931869795609387
1983,Tropical Atlantic,Autumn,Nevents,0.3185898129122959
1983,Tropical Atlantic,Autumn,Mean_Intensity,1.186145308882547
1983,Tropical Atlantic,Autumn,Maximum_Intensity,1.524489049112586
1983,Tropical Atlantic,Autumn,Cumulative_Intensity,2.394975785168674
1983,Tropical Atlantic,Winter,Number_MHW_days,4.670541797339678
1983,Tropical Atlantic,Winter,Nevents,0.5488266464799394
1983,Tropical Atlantic,Winter,Mean_Intensity,1.1660866867997368
1983,Tropical Atlantic,Winter,Maximum_Intensity,1.5333179924677023
1983,Tropical Atlantic,Winter,Cumulative_Intensity,5.603730180974594
1983,Tropical Atlantic,Spring,Number_MHW_days,3.2056342597599223
1983,Tropical Atlantic,Spring,Nevents,0.44619876716773005
1983,Tropical Atlantic,Spring,Mean_Intensity,1.2356316531176166
1983,Tropical Atlantic,Spring,Maximum_Intensity,1.6358108995897058
1983,Tropical Atlantic,Spring,Cumulative_Intensity,3.9863054736472905
1983,Eastern Indo-Pacific,Summer,Number_MHW_days,5.768961493582264
1983,Eastern Indo-Pacific,Summer,Nevents,0.5130299494360171
1983,Eastern Indo-Pacific,Summer,Mean_Intensity,1.427041746825745
1983,Eastern Indo-Pacific,Summer,Maximum_Intensity,1.9334511236124519
1983,Eastern Indo-Pacific,Summer,Cumulative_Intensity,9.376281625678535
1983,Eastern Indo-Pacific,Autumn,Number_MHW_days,2.251030727343446
1983,Eastern Indo-Pacific,Autumn,Nevents,0.3010890704006223
1983,Eastern Indo-Pacific,Autumn,Mean_Intensity,1.3373252110205254
1983,Eastern Indo-Pacific,Autumn,Maximum_Intensity,1.8151061918533433
1983,Eastern Indo-Pacific,Autumn,Cumulative_Intensity,3.2285316350160977
1983,Eastern Indo-Pacific,Winter,Number_MHW_days,1.3235316997277324
1983,Eastern Indo-Pacific,Winter,Nevents,0.15978218591987553
1983,Eastern Indo-Pacific,Winter,Mean_Intensity,1.2968164423859536
1983,Eastern Indo-Pacific,Winter,Maximum_Intensity,1.625462979126582
1983,Eastern Indo-Pacific,Winter,Cumulative_Intensity,2.1920705850694526
1983,Eastern Indo-Pacific,Spring,Number_MHW_days,2.721275768183586
1983,Eastern Indo-Pacific,Spring,Nevents,0.31960326721120186
1983,Eastern Indo-Pacific,Spring,Mean_Intensity,1.2613674658468066
1983,Eastern Indo-Pacific,Spring,Maximum_Intensity,1.6330582767968547
1983,Eastern Indo-Pacific,Spring,Cumulative_Intensity,3.847506905643085
1983,Central Indo-Pacific,Summer,Number_MHW_days,4.550677822495234
1983,Central Indo-Pacific,Summer,Nevents,0.6009055284897268
1983,Central Indo-Pacific,Summer,Mean_Intensity,1.417238625645419
1983,Central Indo-Pacific,Summer,Maximum_Intensity,1.8443893410488885
1983,Central Indo-Pacific,Summer,Cumulative_Intensity,6.613900662303619
1983,Central Indo-Pacific,Autumn,Number_MHW_days,8.04620313492904
1983,Central Indo-Pacific,Autumn,Nevents,0.8836581232789663
1983,Central Indo-Pacific,Autumn,Mean_Intensity,1.3367394898162668
1983,Central Indo-Pacific,Autumn,Maximum_Intensity,1.8483008802114689
1983,Central Indo-Pacific,Autumn,Cumulative_Intensity,11.235566081741714
1983,Central Indo-Pacific,Winter,Number_MHW_days,2.20069900444821
1983,Central Indo-Pacific,Winter,Nevents,0.30790616394831605
1983,Central Indo-Pacific,Winter,Mean_Intensity,1.239102731543289
1983,Central Indo-Pacific,Winter,Maximum_Intensity,1.5415964335232162
1983,Central Indo-Pacific,Winter,Cumulative_Intensity,2.7998649265009834
1983,Central Indo-Pacific,Spring,Number_MHW_days,3.367321542046177
1983,Central Indo-Pacific,Spring,Nevents,0.4173903833933489
1983,Central Indo-Pacific,Spring,Mean_Intensity,1.4304220067781759
1983,Central Indo-Pacific,Spring,Maximum_Intensity,1.8567575667868816
1983,Central Indo-Pacific,Spring,Cumulative_Intensity,4.953236459484274
1983,Western Indo-Pacific,Summer,Number_MHW_days,10.43830419849285
1983,Western Indo-Pacific,Summer,Nevents,1.195314502486287
1983,Western Indo-Pacific,Summer,Mean_Intensity,1.411569454769493
1983,Western Indo-Pacific,Summer,Maximum_Intensity,1.939055349314837
1983,Western Indo-Pacific,Summer,Cumulative_Intensity,15.63380006780143
1983,Western Indo-Pacific,Autumn,Number_MHW_days,7.047521402573435
1983,Western Indo-Pacific,Autumn,Nevents,0.8308299584764444
1983,Western Indo-Pacific,Autumn,Mean_Intensity,1.3494443488777557
1983,Western Indo-Pacific,Autumn,Maximum_Intensity,1.8304145269787877
1983,Western Indo-Pacific,Autumn,Cumulative_Intensity,9.58537036796455
1983,Western Indo-Pacific,Winter,Number_MHW_days,8.876505869687804
1983,Western Indo-Pacific,Winter,Nevents,0.7898190393192187
1983,Western Indo-Pacific,Winter,Mean_Intensity,1.189106020743053
1983,Western Indo-Pacific,Winter,Maximum_Intensity,1.6397607375345495
1983,Western Indo-Pacific,Winter,Cumulative_Intensity,10.893798176863504
1983,Western Indo-Pacific,Spring,Number_MHW_days,3.1655815860972982
1983,Western Indo-Pacific,Spring,Nevents,0.45291433844261036
1983,Western Indo-Pacific,Spring,Mean_Intensity,1.323455317702645
1983,Western Indo-Pacific,Spring,Maximum_Intensity,1.6902777075964337
1983,Western Indo-Pacific,Spring,Cumulative_Intensity,4.124529890174726
1983,Tropical Eastern Pacific,Summer,Number_MHW_days,43.332645693656524
1983,Tropical Eastern Pacific,Summer,Nevents,1.9525528623001547
1983,Tropical Eastern Pacific,Summer,Mean_Intensity,2.032895125436865
1983,Tropical Eastern Pacific,Summer,Maximum_Intensity,3.189966419840847
1983,Tropical Eastern Pacific,Summer,Cumulative_Intensity,94.787921786422
1983,Tropical Eastern Pacific,Autumn,Number_MHW_days,19.024755028365135
1983,Tropical Eastern Pacific,Autumn,Nevents,1.299123259412068
1983,Tropical Eastern Pacific,Autumn,Mean_Intensity,1.8366491940015564
1983,Tropical Eastern Pacific,Autumn,Maximum_Intensity,2.5846049577566683
1983,Tropical Eastern Pacific,Autumn,Cumulative_Intensity,51.37998668068996
1983,Tropical Eastern Pacific,Winter,Number_MHW_days,31.49183427883789
1983,Tropical Eastern Pacific,Winter,Nevents,1.5948083204400894
1983,Tropical Eastern Pacific,Winter,Mean_Intensity,2.1050523340368845
1983,Tropical Eastern Pacific,Winter,Maximum_Intensity,3.0777017007403673
1983,Tropical Eastern Pacific,Winter,Cumulative_Intensity,86.11364146730291
1983,Tropical Eastern Pacific,Spring,Number_MHW_days,23.659102630221764
1983,Tropical Eastern Pacific,Spring,Nevents,1.8800068763967681
